P000,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012,P013,P014,P015,P016,P017,P018,P019,P020,P021,P022,P023,id
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4070
H,H,H,H,H,H,H,D,H,H,H,H,H,H,H,D,D,D,D,D,D,D,D,D,4071
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,W,W,W,X,H,H,4072
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,4073
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,4074
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,4075
H,H,H,H,H,H,H,H,H,W,W,H,H,H,H,H,H,H,H,H,H,H,H,H,4076
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4077
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4078
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,X,H,H,H,H,H,H,H,4079
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,X,H,H,H,H,H,H,H,4080
H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,4081
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4082
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4083
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4084
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4085
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,4086
H,H,H,H,H,H,H,W,H,W,H,H,W,W,W,H,H,H,H,H,H,H,H,H,4087
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4088
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4089
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4090
H,H,H,H,H,H,H,H,H,H,G,G,G,G,G,G,G,H,H,H,H,H,H,H,4091
H,H,H,H,H,H,W,W,W,W,W,W,E,W,W,W,G,H,H,H,H,H,H,H,4092
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4093
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4094
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4095
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4096
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4097
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4098
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4099
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4100
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,4101
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,X,X,X,X,X,X,X,X,4102
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4103
H,H,H,H,H,H,H,G,G,P,P,H,H,H,H,H,H,G,D,H,H,H,H,H,4104
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,4105
H,H,H,H,H,H,C,C,C,C,C,C,C,C,H,H,H,R,R,H,H,H,H,H,4106
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4107
H,H,H,H,H,H,H,D,D,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,H,4108
H,H,H,H,H,H,H,D,D,Z,Z,Z,Z,Z,Z,Z,E,Z,Z,Z,Z,Z,Z,H,4109
H,H,H,H,H,H,H,V,V,S,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4110
H,H,H,H,H,H,H,H,H,H,P,P,P,P,P,H,H,H,H,H,H,H,H,H,4111
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,X,X,H,H,H,H,H,4112
H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,4113
H,H,H,H,H,H,W,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4114
H,H,H,H,H,H,H,H,H,H,H,H,S,H,H,H,H,H,H,H,H,H,H,H,4115
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,4116
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4117
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4118
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,H,H,W,W,H,H,H,H,H,4119
H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,4120
H,H,H,H,H,H,H,H,H,H,H,G,G,H,H,G,H,H,H,H,H,H,H,H,4121
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,X,H,H,H,H,4122
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,V,E,V,H,H,H,4123
H,H,H,H,H,H,H,H,H,E,E,E,E,H,H,H,H,H,H,H,H,H,H,H,4124
H,H,H,H,H,H,H,H,H,H,H,H,V,V,V,V,V,V,V,V,V,V,V,V,4125
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4126
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4127
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4128
H,H,H,H,W,W,W,W,W,W,W,W,H,V,V,H,H,H,H,H,H,H,H,H,4129
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,4130
H,H,H,H,H,H,X,X,C,C,C,C,H,H,H,H,C,C,X,H,H,H,H,H,4131
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,W,E,E,E,W,W,W,W,4132
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,P,G,H,H,H,H,H,H,H,4133
H,H,H,H,H,H,H,W,W,W,W,W,H,H,X,H,D,W,W,H,H,H,H,H,4134
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4135
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4136
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4137
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4138
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4139
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4140
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,4141
H,H,H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,D,H,H,H,H,H,4142
H,H,H,H,H,H,H,H,H,H,H,H,G,G,E,E,X,X,X,X,X,X,X,X,4143
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,4144
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,V,H,H,H,H,H,H,H,4145
H,H,H,H,H,H,H,H,H,H,Z,H,G,H,D,H,H,H,H,H,H,H,H,H,4146
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4147
H,H,H,H,H,H,H,H,H,H,H,H,S,X,H,H,H,H,H,H,H,H,H,H,4148
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4149
H,H,H,H,H,H,H,H,H,E,H,H,H,E,X,X,X,X,X,X,X,X,X,X,4150
H,H,H,H,H,H,H,H,S,S,S,H,H,H,H,H,H,H,H,H,H,H,H,H,4151
H,H,H,H,H,H,H,W,W,W,W,S,H,H,H,H,H,H,H,H,H,H,H,H,4152
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,4153
H,H,H,H,H,H,H,H,H,H,W,W,W,V,V,V,V,V,H,H,H,H,H,H,4154
H,H,H,H,H,H,H,H,H,H,H,S,G,H,H,H,H,H,H,H,H,H,H,H,4155
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,R,H,E,E,H,H,H,H,4156
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,X,R,H,E,E,H,H,H,H,4157
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4158
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4159
H,H,H,H,H,H,H,H,H,H,H,S,H,E,S,H,H,H,H,H,H,H,H,H,4160
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4161
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4162
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4163
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4164
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4165
H,H,H,H,H,H,H,H,H,X,X,X,X,X,H,G,G,E,H,H,H,H,H,H,4166
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,G,G,E,H,H,H,H,H,H,4167
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4168
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4169
H,H,H,H,H,H,H,H,H,D,D,D,D,D,D,D,S,H,H,H,H,H,H,H,4170
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,4171
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,Z,Z,Z,H,H,H,H,4172
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,D,C,C,C,H,H,H,H,H,4173
H,H,H,H,H,H,H,W,H,H,H,H,H,E,W,H,H,Z,Z,H,H,H,H,H,4174
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,4175
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4176
H,H,H,H,H,H,H,H,H,W,W,S,W,W,W,W,W,H,H,H,H,H,H,H,4177
H,H,H,H,H,H,H,H,H,G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4178
H,H,H,H,H,H,H,H,H,H,G,H,H,H,H,H,E,E,H,H,H,H,H,H,4179
H,H,H,H,H,H,H,H,W,W,W,W,W,W,H,H,E,E,H,H,H,H,H,H,4180
H,H,H,H,H,H,H,H,H,H,H,H,S,S,S,H,H,H,H,H,H,H,H,H,4181
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,H,V,V,V,H,H,H,4182
H,H,H,H,H,H,H,H,H,H,H,E,H,C,C,C,C,C,H,H,R,R,R,H,4183
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4184
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4185
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4186
H,H,H,H,H,H,H,H,H,S,H,H,H,H,H,H,W,W,W,H,H,H,H,H,4187
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4188
H,H,H,H,H,H,H,H,H,H,H,H,H,S,H,H,H,H,H,H,H,H,H,H,4189
H,H,H,H,H,H,H,H,H,W,W,W,E,W,W,W,H,H,H,H,H,H,H,H,4190
H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,Z,Z,Z,H,H,H,H,H,4191
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,E,E,E,H,H,4192
H,H,H,H,H,H,H,H,H,H,P,P,X,X,X,X,X,H,H,E,E,E,H,H,4193
H,H,H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,4194
H,H,H,H,H,H,H,H,H,H,P,P,X,X,X,H,H,H,H,E,E,E,H,H,4195
H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,4196
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4197
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4198
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4199
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4200
H,H,H,H,H,H,H,H,H,S,G,E,H,H,H,H,H,Z,Z,H,H,H,H,H,4201
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,E,E,E,H,H,4202
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,E,E,E,H,H,4203
H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,H,H,E,E,H,H,H,H,4204
H,H,H,H,H,H,H,W,W,W,W,G,W,W,W,W,W,H,H,H,H,H,H,H,4205
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,W,W,H,H,H,4206
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4207
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4208
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4209
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4210
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4211
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4212
H,H,H,H,H,H,H,V,V,V,H,H,H,H,H,R,R,R,R,R,R,H,H,H,4213
H,H,H,H,H,H,H,H,H,H,H,V,V,V,V,V,V,V,V,V,R,H,H,H,4214
H,H,H,H,H,H,H,H,R,R,Z,Z,Z,Z,R,R,H,H,H,H,H,H,H,H,4215
H,H,H,H,H,H,H,H,H,H,H,H,H,G,H,H,H,R,R,R,H,H,H,H,4216
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,4217
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4218
H,H,H,H,H,H,P,P,P,P,P,P,G,G,G,S,H,H,H,H,H,H,H,H,4219
H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,4220
H,H,H,H,H,H,H,H,H,H,H,H,H,H,G,S,G,H,H,H,H,H,H,H,4221
H,H,H,H,H,H,H,H,H,H,S,S,H,H,H,H,H,H,H,H,H,H,H,H,4222
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4223
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4224
H,H,H,H,H,H,H,H,H,H,H,R,R,H,H,H,H,V,V,V,H,H,H,H,4225
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,V,V,V,H,H,H,H,4226
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,G,G,H,E,H,H,H,H,4227
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,H,H,H,4228
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4229
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4230
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4231
H,H,H,H,H,H,H,D,H,X,X,X,X,X,X,H,H,H,H,H,H,H,H,H,4232
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,4233
H,H,H,H,H,H,H,H,H,H,H,H,H,H,G,H,H,H,H,H,H,H,H,H,4234
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4235
H,H,H,H,H,W,W,W,W,W,W,W,W,W,S,S,H,H,H,H,H,H,H,H,4236
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4237
H,H,H,H,H,H,H,S,S,R,R,H,H,H,S,R,R,R,R,H,H,H,H,H,4238
H,H,H,H,H,H,H,H,H,V,E,V,V,V,V,V,V,V,V,V,V,H,H,H,4239
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,4240
H,H,H,H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,4241
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4242
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4243
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4244
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4245
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,4246
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,D,R,R,R,H,H,H,4247
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4248
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4249
H,H,H,H,H,H,H,H,G,G,G,H,H,H,H,H,D,H,H,H,H,H,H,H,4250
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,4251
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4252
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4253
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4254
H,H,H,H,H,H,H,H,H,H,H,H,H,G,G,H,H,H,H,H,H,H,H,H,4255
H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,4256
H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,H,H,H,Z,Z,H,H,H,H,4257
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4258
H,H,H,H,H,H,H,H,H,H,H,S,H,H,H,H,H,H,H,H,H,H,H,H,4259
H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,4260
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4261
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4262
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,H,S,H,H,H,H,4263
H,H,H,H,H,H,H,X,G,G,G,G,H,H,G,G,H,H,H,H,H,H,H,H,4264
H,H,H,H,H,H,G,H,H,H,S,E,E,H,H,H,E,H,H,H,H,H,H,H,4265
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4266
H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,G,H,H,H,H,H,H,H,H,4267
H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,G,H,H,H,H,H,H,H,H,4268
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4269
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4270
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,E,H,H,H,H,4271
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,X,X,E,H,H,H,H,4272
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,4273
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,W,W,G,H,H,H,H,4274
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4275
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4276
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,E,Z,Z,Z,Z,Z,H,4277
H,H,H,H,H,H,H,H,H,H,H,Z,Z,H,H,Z,Z,E,Z,Z,Z,Z,Z,H,4278
H,H,H,H,H,H,H,H,H,H,V,P,G,G,G,D,H,H,H,H,H,H,H,H,4279
H,H,H,H,H,H,W,W,W,W,W,G,W,W,W,G,P,P,H,H,H,H,H,H,4280
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,4281
H,H,H,H,H,H,H,H,H,H,H,H,P,G,G,E,E,P,P,P,H,H,H,H,4282
H,H,H,H,H,S,W,W,W,W,W,E,W,W,W,G,G,W,H,H,H,H,H,H,4283
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,V,G,H,H,H,H,H,H,H,4284
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,H,H,4285
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4286
H,H,H,H,H,H,H,H,E,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,4287
H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,H,H,H,4288
H,H,H,H,H,H,H,H,H,C,C,C,C,E,V,V,H,H,H,H,H,H,H,H,4289
H,H,H,H,H,H,H,H,H,H,H,H,H,P,P,H,H,E,E,R,H,H,H,H,4290
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,E,E,H,H,H,H,H,4291
H,H,H,H,H,H,H,D,X,X,S,H,H,G,G,H,D,H,H,H,H,H,H,H,4292
H,H,H,H,H,H,H,H,H,H,H,H,H,G,G,H,H,H,H,H,H,H,H,H,4293
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,4294
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4295
H,H,H,H,H,H,H,H,W,W,W,D,W,W,W,W,W,W,H,H,H,H,H,H,4296
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,4297
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4298
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4299
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4300
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,E,E,H,H,H,H,H,4301
H,H,H,H,H,H,H,W,W,W,W,W,X,W,W,D,H,E,E,H,H,H,H,H,4302
H,H,H,H,H,H,H,D,P,P,H,H,H,H,D,H,D,H,H,H,H,H,H,H,4303
H,H,H,H,H,H,H,H,P,P,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4304
H,H,H,H,H,H,H,S,S,S,S,V,V,V,G,H,H,H,H,H,H,H,H,H,4305
H,H,H,H,H,H,H,H,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,H,4306
H,H,H,H,H,H,H,H,H,H,H,H,H,W,D,G,H,H,H,H,H,H,H,H,4307
H,H,H,H,H,H,H,H,H,H,H,H,H,H,R,H,H,H,H,H,H,H,H,H,4308
H,H,H,H,H,H,H,H,R,R,R,R,R,V,V,V,V,V,V,V,V,V,V,V,4309
H,H,H,H,H,H,H,H,G,G,G,G,G,V,V,V,V,V,V,V,V,V,V,V,4310
H,H,H,H,H,H,H,H,G,G,G,G,G,V,V,V,V,V,V,V,V,V,V,V,4311
H,H,H,H,H,W,W,W,W,W,W,W,W,W,D,H,H,H,H,H,H,H,H,H,4312
H,H,H,H,H,H,E,W,W,W,W,W,P,G,H,H,H,E,G,H,H,H,H,H,4313
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,S,E,G,H,H,H,H,H,4314
H,H,H,H,H,H,H,W,W,W,W,W,X,W,W,W,W,H,H,H,H,H,H,H,4315
H,H,H,H,H,H,H,H,H,W,W,H,H,H,H,H,H,H,H,H,H,H,H,H,4316
H,H,H,H,H,H,H,H,H,S,S,S,S,H,H,H,P,H,H,H,H,H,H,H,4317
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4318
H,H,H,H,H,H,H,H,E,P,P,G,R,H,H,H,H,H,H,H,H,H,H,H,4319
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4320
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4321
H,H,H,H,H,H,H,H,H,H,H,Z,P,D,D,D,D,P,P,P,P,P,P,P,4322
H,H,H,H,H,H,H,H,H,H,H,H,P,R,R,R,R,R,R,R,R,R,R,R,4323
H,H,H,H,H,H,H,H,X,H,G,H,H,G,H,P,H,H,H,H,H,H,H,H,4324
H,H,H,H,H,H,H,H,W,W,W,W,G,H,H,H,H,H,H,H,H,H,H,H,4325
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,4326
H,H,H,H,H,H,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,4327
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,4328
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,4329
H,H,H,H,H,H,H,H,H,H,H,H,H,G,G,G,H,H,H,H,H,H,H,H,4330
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,R,R,R,R,X,X,4331
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,E,E,H,H,H,H,H,4332
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,E,E,H,H,H,H,H,4333
H,H,H,H,H,H,H,S,W,W,W,W,W,W,W,W,W,H,G,G,G,H,H,H,4334
H,H,H,H,H,H,H,S,W,W,W,W,W,W,W,W,W,H,G,G,G,H,H,H,4335
H,H,H,H,H,H,H,D,W,W,W,W,W,W,W,W,W,D,H,H,H,H,H,H,4336
H,H,H,H,H,H,H,D,W,W,W,W,W,W,W,W,W,D,H,H,H,H,H,H,4337
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,X,X,X,X,X,X,X,X,X,4338
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,4339
H,H,H,H,H,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,H,H,H,4340
